ID,Scholarship Title ,Provider ,Scholarship Type,Provider Sub Type ,State ,Residency Requirement ,Course Stream ,Age Limit ,Total Awards ,Community ,Gender ,Education Level ,Minimum Marks ,Income Limit ,Minimum Scholarship Amount ,Annual Amount ,Amount Description ,Deadline ,Deadline Description,Official Website ,SEO Keywords ,Special conditions ,Tags ,Thumbnail URL,Documents Needed ,Apply URL,Introduction ,Benefits ,Application Step by Step Guide ,Selection Process ,FAQs ,Verified ,Last Verified Date ,Verification year ,Application Type ,Show on Homepage ,Is Featured ,Is Popular ,Priority Score ,Scholarship Status,Time to apply (mins),Renewal ,Helpline ,Competitiveness,Internal Notes ,Production Status ,Localhost URL
assam-dhe-combined-merit,Assam DHE Combined Merit Scholarship,"Directorate of Higher Education, Assam",Government,State,Assam,Permanent resident of Assam,Undergraduate (Arts/Science/Commerce),,,All,Male,"Undergraduate, Postgraduate",60,200000,,,Monthly scholarship for merit students,2025-11-20,Applications usually open in November,https://dhe-operations.assam.gov.in,,For male students only. Minimum 60% in previous exam.,"state, government, assam, merit, male",,"Aadhaar, Domicile, Income Certificate, Previous Marksheet, Bank Passbook",https://dhe-operations.assam.gov.in,,Monthly financial aid for topper students.,1. Apply on DHE Assam portal 2. Register and fill Combined Merit application 3. Upload documents 4. Submit,Competitive merit-based selection.,,,2026-01-03,2026,Online,0,0,0,70,Active,,Annual,,Medium,,Ready for Production,http://localhost:3000/scholarships/assam-dhe-combined-merit-scholarship
assam-ishan-uday,Ishan Uday Special Scholarship for North Eastern Region,UGC / Ministry of Education,Government,Central/State focus,Assam,Domicile of NE States (including Assam),First year Undergraduate degree,,,All,All,Undergraduate,,450000,,,"₹5,400 per month for general degree, ₹7,800 for professional degree",2025-10-31,Applications June - October via NSP,https://scholarships.gov.in,,"For students of NER pursuing general or technical degree courses. 10,000 slots annually.","central, government, assam, ner, undergraduate",,"Aadhaar, Domicile of NE State, Income Certificate, Class 12 Marksheet, Admission Letter",https://scholarships.gov.in,,"High value monthly stipend (up to ₹7,800).",1. Register on National Scholarship Portal (NSP) 2. Select Ishan Uday scheme under UGC 3. Fill details and upload 4. Submit,"Competitive based on available 10,000 slots for NER.",,,2026-01-03,2026,Online,0,0,0,95,Active,,Renewable for course duration,,High,,Ready for Production,http://localhost:3000/scholarships/ishan-uday-special-scholarship-for-north-eastern-region
uk-uchcha-shiksha-protsahan,Uchcha Shiksha Protsahan Chhatravriti Yojana,"Higher Education Dept, Uttarakhand",Government,State,Uttarakhand,Domicile of Uttarakhand,Undergraduate / Postgraduate,,,All,All,"Undergraduate, Postgraduate",80,,,,Monthly stipend and merit rewards,2025-12-24,Applications usually open June - December,https://uttarakhand.samarth.ac.in,,Flagship merit scheme for college students in Uttarakhand.,"state, government, uttarakhand, merit, higher-education",,"Aadhaar, Domicile, Marksheets, Bank Passbook, Photo",https://uttarakhand.samarth.ac.in,,Merit rewards for UG and PG toppers.,1. Register on Samarth portal 2. Fill academic details 3. Upload documents 4. Submit,Merit-based selection.,,,2026-01-03,2026,Online,0,0,0,80,Active,,Annual,,Medium,,Ready for Production,http://localhost:3000/scholarships/uchcha-shiksha-protsahan-chhatravriti-yojana
hp-dr-ambedkar-medhavi,Dr. Ambedkar Medhavi Chattervriti Yojana,"Welfare Dept, Himachal Pradesh",Government,State,Himachal Pradesh,Domicile of HP,"Class 11, Class 12, Degree",,,"SC, OBC",All,"Class 11, Class 12, Undergraduate",,,,,"₹10,000 to ₹12,000 per annum",2025-12-24,Applications June - December via NSP/HP ePass,https://scholarships.gov.in,,For SC and OBC students in HP based on merit.,"state, government, himachal-pradesh, sc, obc, merit",,"Aadhaar, Domicile (HP), Caste Certificate, Marksheets, Photo",https://scholarships.gov.in,,"Annual scholarship worth ₹10,000 to ₹12,000.",1. Login to NSP/HP ePass 2. Select Medhavi scheme 3. Fill details 4. Upload 5. Submit,Merit-based (top rankers in board exams).,,,2026-01-03,2026,Online,0,0,0,80,Active,,Annual,,Medium,,Ready for Production,http://localhost:3000/scholarships/dr-ambedkar-medhavi-chattervriti-yojana
jk-sssjkl-scholarship,Prime Minister Special Scholarship Scheme (SSSJKL),AICTE / Ministry of Education,Government,Central/UT focus,Jammu and Kashmir,Domicile of J&K or Ladakh,12th Pass or Diploma,,,All,All,Undergraduate,,800000,,,"Full fee waiver + ₹1,00,000 annual maintenance allowance",2025-12-15,Applications June - December via AICTE portal,https://www.aicte-jk-scholarship-gov.in,,For students of J&K and Ladakh to study in colleges across India (outside UT).,"central, government, jammu-and-कश्मीर, engineering, medical, general",,"Aadhaar, Domicile, 12th Marksheet, Income Certificate, Joining Report",https://www.aicte-india.org,,Tuition fee coverage plus ₹1 Lakh maintenance stipend.,1. Register on AICTE J&K portal 2. Choice filling for colleges 3. Counseling 4. Final admission 5. Apply on NSP,Selection based on merit and counseling.,,,2026-01-03,2026,Online,0,0,0,95,Active,,Renewable for course duration,,High,,Ready for Production,http://localhost:3000/scholarships/prime-minister-special-scholarship-scheme-sssjkl
ladakh-vidyadhan,Vidyadhan Ladakh Scholarship Program,Sarojini Damodaran Foundation,Private,State-specific,Ladakh,Resident of Ladakh,Class 11,,,All,All,"Class 11, Class 12",,200000,,,Financial assistance and mentoring support,2025-09-30,Applications usually open post Class 10 results,https://www.vidyadhan.org,,Supports academically promising students from poor families in Ladakh.,"private, foundation, ladakh, school",,"Class 10 Marksheet, Income Certificate, Photo, Ladakh Resident Certificate",https://www.vidyadhan.org,,Mentorship and financial support for Class 11-12.,1. Apply on Vidyadhan portal 2. Submit Class 10 marks 3. Interview for shortlisted candidates 4. Selection,Merit-cum-means based (Private foundation).,,,2026-01-03,2026,Online,0,0,0,70,Active,,Annual,,Low,,Ready for Production,http://localhost:3000/scholarships/vidyadhan-ladakh-scholarship-program
ar-dorjee-khandu-merit,Dorjee Khandu Merit Scholarship,"Higher Education Dept, Arunachal Pradesh",Government,State,Arunachal Pradesh,College student in AP government colleges,Undergraduate Degree,,,All,All,Undergraduate,,,,,Significant merit award for top rankers,2025-10-31,Applications invited annually via colleges,https://apdhte.nic.in,,"Recognizes top-performing college students in Arunachal Pradesh across Arts, Science, and Commerce.","state, government, arunachal-pradesh, merit, college",,"Aadhaar, Domicile, Marksheets, College ID, Fee Receipt",https://apdhte.nic.in,,Merit awards for topper students.,1. Apply through principal of respective Govt College 2. Submit academic records 3. Verification by DTE,Merit-based (Top rankers only).,,,2026-01-03,2026,Offline/Online,0,0,0,65,Active,,Annual,,Low,,Ready for Production,http://localhost:3000/scholarships/dorjee-khandu-merit-scholarship
nagaland-state-merit,Nagaland State Merit Scholarship,"Higher Education Dept, Nagaland",Government,State,Nagaland,Permanent Resident of Nagaland,Post-Matric (after Class 10),,,ST,All,"Class 11, Class 12, Undergraduate, Postgraduate",80,,,,Merit-based stipend for topper students,2025-09-30,Applications open July - September,https://scholarship.nagaland.gov.in,,Minimum 80% marks required. Must be an indigenous Naga student.,"state, government, nagaland, merit, st",,"Aadhaar, Domicile, ST Certificate, Marksheets, Bonafide",https://scholarship.nagaland.gov.in,,Merit stipend for toppers.,1. Apply on Nagaland Scholarship Portal 2. Select Merit Scholarship 3. Upload documents 4. Submit,Merit-based selection.,,,2026-01-03,2026,Online,0,0,0,75,Active,,Annual,,Low,,Ready for Production,http://localhost:3000/scholarships/nagaland-state-merit-scholarship
manipur-pm-yasasvi-post-matric,PM Yasasvi Post-Matric Scholarship (Manipur),"OBC & SC Welfare, Manipur",Government,State,Manipur,Domicile of Manipur,Post-Matric (after Class 10),,,"OBC, EBC, DNT",All,"Undergraduate, Postgraduate, Diploma",,250000,,,Maintenance allowance up to ₹750/month and fees,2025-12-19,Applications open July - December via NSP,https://scholarships.gov.in,,For students belonging to OBC/EBC category in Manipur.,"state, government, manipur, obc, ebc, post-matric",,"Aadhaar, Domicile, Category Certificate, Income Certificate, Marksheets",https://scholarships.gov.in,,Maintenance stipend and course fees.,1. Login to National Scholarship Portal (NSP) 2. Select Manipur state 3. Apply for PM Yasasvi 4. Submit,Category/Income-based selection.,,,2026-01-03,2026,Online,0,0,0,80,Active,,Renewable,,Low,,Ready for Production,http://localhost:3000/scholarships/pm-yasasvi-post-matric-scholarship-manipur
mizoram-post-matric-merit,Post-Matric Merit Scholarship (PMMS) Mizoram,Mizoram Scholarship Board,Government,State,Mizoram,Permanent Resident of Mizoram,Post-Matric Courses,,,All,All,"Undergraduate, Postgraduate, Diploma",60,800000,,,Monthly allowance and institutional support,2025-10-31,Applications usually commence in June,https://msb.mizoram.gov.in,,Minimum 60% or first division required in last qualifying exam.,"state, government, mizoram, merit, higher-education",,"Aadhaar, Domicile, Marksheets, Fee Receipt, Bank Details",https://msb.mizoram.gov.in,,Merit scholarship for UG/PG students.,1. Apply on Mizoram Scholarship Portal (MSB) 2. Fill PMMS application 3. Upload documents 4. Submit,Merit-based selection.,,,2026-01-03,2026,Online,0,0,0,70,Active,,Annual,,Low,,Ready for Production,http://localhost:3000/scholarships/post-matric-merit-scholarship-pmms-mizoram
tripura-sc-post-matric,Post-Matric Scholarship for SC Students (Tripura),"SC Welfare Dept, Tripura",Government,State,Tripura,Domicile of Tripura,Class 11 to PhD,,,SC,All,"Undergraduate, Postgraduate, PhD",,250000,,,Full maintenance and fee support,2026-01-15,Applications open via NSP,https://scholarships.gov.in,,Primary support scheme for SC students in Tripura.,"state, government, tripura, sc, post-matric",,"Aadhaar, Domicile, SC Certificate, Income Certificate, Marksheets",https://scholarships.gov.in,,Maintenance allowance and tuition fee reimbursement.,1. Register on NSP 2. Select Tripura state 3. Fill SC Post-Matric form 4. Submit,Category-based verification.,,,2026-01-03,2026,Online,0,0,0,85,Active,,Renewable,,Medium,,Ready for Production,http://localhost:3000/scholarships/post-matric-scholarship-for-sc-students-tripura
meghalaya-cmss-scholarship,Meghalaya Chief Minister Scholarship Scheme (CMSS),Government of Meghalaya,Government,State,Meghalaya,Domicile of Meghalaya,Class 11 to PhD,,,All,All,"Undergraduate, Postgraduate, PhD",,,,,"₹6,000 per year",2025-10-31,Applications open September - October,https://meghalayaone.gov.in,,Unique scheme with NO income ceiling for Meghalaya residents.,"state, government, meghalaya, cmss, higher-education",,"Aadhaar, Domicile of Meghalaya, Admission Proof, Photo",https://meghalayaone.gov.in,,"Annual scholarship worth ₹6,000.",1. Apply on Meghalaya One Portal 2. Provide domicile proof 3. Fill academic details 4. Submit,Universal (for all eligible domiciled students).,,,2026-01-03,2026,Online,0,0,0,90,Active,,Annual,,Medium,,Ready for Production,http://localhost:3000/scholarships/meghalaya-chief-minister-scholarship-scheme-cmss
sikkim-cm-scholarship,Chief Minister (CM) Scholarship Sikkim,"Education Dept, Sikkim",Government,State,Sikkim,Permanent Resident of Sikkim,After Class 5 (for school) or Merit (Higher Ed),,,EWS / Merit,All,"Class 6, Undergraduate",,,,,Support for quality education in prestigious schools/colleges,2025-10-31,Applications invited annually,https://www.sikkim.gov.in,,For students who topped Class 5 in Govt schools for high-quality schooling.,"state, government, sikkim, school, merit",,"Aadhaar, Sikkim Domicile, Class 5 Marksheet, EWS Certificate",https://www.sikkim.gov.in,,Support for studies in top schools/colleges.,1. Register on Sikkim Education portal 2. Submit merit records 3. Verification 4. Selection,Highly competitive merit-based selection.,,,2026-01-03,2026,Online,0,0,0,65,Active,,Annual,,Low,,Ready for Production,http://localhost:3000/scholarships/chief-minister-cm-scholarship-sikkim
goa-sohirobanath-bursary,Sant Sohirobanath Ambiye Bursary Scheme,"Directorate of Higher Education, Goa",Government,State,Goa,Resident of Goa (15 years),Higher & Technical Education,,,All,All,"Undergraduate, Postgraduate",,500000,,,"Financial assistance up to ₹40,000 per year",2025-03-17,Applications usually open June - March,https://cmscholarship.goa.gov.in,,Must be studying in an institution in Goa. Covers tuition and fees.,"state, government, goa, bursary, higher-education",,"Aadhaar, Domicile (15 yrs), Income Certificate, Fee Receipt, Marksheets",https://cmscholarship.goa.gov.in,,"Bursary worth up to ₹40,000 per annum.",1. Apply on CM Scholarship Portal Goa 2. Provide residence and fee details 3. Upload docs 4. Submit,Income and residence based.,,,2026-01-03,2026,Online,0,0,0,80,Active,,Annual,,Medium,,Ready for Production,http://localhost:3000/scholarships/sant-sohirobanath-ambiye-bursary-scheme
puducherry-pkfas-scholarship,Perunthalaivar Kamarajar Financial Assistance Scheme (PKFAS),"Higher & Technical Education, Puducherry",Government,State,Puducherry,Native of UT of Puducherry,"Professional courses (MBBS, Engg, Law, etc.)",,,All,All,Undergraduate,,,,,Full tuition fee reimbursement for professional courses,2025-12-15,Applications open post-CENTAC admissions,https://py.gov.in,,For students admitted to professional colleges in Puducherry via CENTAC.,"state, government, puducherry, medical, engineering, professional",,"Aadhaar, Residence/Native Certificate, CENTAC Allotment, Fee Receipt",https://py.gov.in,,Full tuition fee waiver for professional degrees.,1. Apply after college admission 2. Provide CENTAC proof 3. Submit through college portal 4. Approval,Admission-based eligibility.,,,2026-01-03,2026,Online,0,0,0,85,Active,,Renewable,,Medium,,Ready for Production,http://localhost:3000/scholarships/perunthalaivar-kamarajar-financial-assistance-scheme-pkfas
chandigarh-sc-post-matric,Post-Matric Scholarship for SC Students (Chandigarh),"Education Dept, Chandigarh Administration",Government,State/UT,Chandigarh,Resident of Chandigarh,Post-Matric (Class 11 to PhD),,,SC,All,"Undergraduate, Postgraduate, Diploma",,250000,,,Maintenance allowance and full fee coverage,2025-12-31,Applications open June - December via NSP,https://scholarships.gov.in,,For Scheduled Caste students living in Chandigarh UT.,"ut, government, chandigarh, sc, post-matric",,"Aadhaar, Domicile (CHD), ST Certificate, Income Certificate, Marksheets",https://scholarships.gov.in,,Maintenance stipend and fee coverage.,1. Register on NSP 2. Select Chandigarh UT 3. Select SC Post-Matric 4. Submit,Category-based verification.,,,2026-01-03,2026,Online,0,0,0,80,Active,,Renewable,,Low,,Ready for Production,http://localhost:3000/scholarships/post-matric-scholarship-for-sc-students-chandigarh
ap-jagananna-vidya-deevena,Jagananna Vidya Deevena (Fees Reimbursement),Government of Andhra Pradesh,Government,State,Andhra Pradesh,Resident of Andhra Pradesh,"Higher Education (Polytechnic, ITI, Degree)",,,"SC, ST, BC, EBC, Minority",All,"Undergraduate, Postgraduate, Diploma",,250000,,,100% tuition fee reimbursement credited to mothers bank account,2025-12-31,Ongoing quarterly release,https://jnanabhumi.ap.gov.in,,Flagship scheme for full fee reimbursement in AP.,"state, government, andhra-pradesh, fee-waiver, higher-education",,"Aadhaar (Mother & Student), Domicile, Income Certificate, Rice Card, Admission Proof",https://jnanabhumi.ap.gov.in,,100% Fee Reimbursement.,1. Register on Jnanabhumi portal 2. Biometric authentication 3. Quarterly verification 4. Credit to bank,Direct Benefit Transfer (DBT) to mothers.,,,2026-01-03,2026,Online,0,0,0,95,Active,,Quarterly,,High,,Ready for Production,http://localhost:3000/scholarships/jagananna-vidya-deevena-fees-reimbursement
odisha-sudakshya-girls,Sudakshya Scheme for Girls (ITI/Polyechnic),"Skill Development & Tech Ed, Odisha",Government,State,Odisha,Resident of Odisha,ITI and Polytechnic specialized,,,All,Female,Diploma,,,,,"₹1,500 monthly stipend and fee waiver",2025-12-31,Applications open via State Scholarship Portal,https://scholarships.odisha.gov.in,,Promotes girls participation in technical education (ITI/Diploma).,"state, government, odisha, girls, technical",,"Aadhaar, Domicile, Institute Bonafide, Marksheets, Bank Passbook",https://scholarships.odisha.gov.in,,Technical education support for girls.,1. Apply on Odisha State Scholarship Portal 2. Select Sudakshya scheme 3. Submit documents 4. Verification,Incentive-based for girl students.,,,2026-01-03,2026,Online,0,0,0,75,Active,,Annual,,Medium,,Ready for Production,http://localhost:3000/scholarships/sudakshya-scheme-for-girls-itipolyechnic
