title,slug,provider,provider_type,state,level,caste,gender,amount_annual,amount_min,amount_description,benefits,income_limit,min_marks,age_limit,docs_needed,apply_url,deadline,step_guide,selection,renewal,helpline,intro_seo,faq_json,tags,thumbnail_url
"Godrej Scholarship (CSR Initiatives)","godrej-scholarship-csr-initiatives","Godrej Group","Private","Selected States","UG / PG","General","All","","","","Educational financial support, skill development opportunities, vocational training, access to quality education for underprivileged students","","","Not specified","Not specified in available sources","http://www.tomorrow-makers.in","Not specified","Not specified in available sources. Contact Godrej Group's CSR office or local Godrej entity for application procedures.","Merit-based selection for academically meritorious students from underprivileged backgrounds","Not specified","Not specified","The Godrej Group offers educational scholarships and grants through its Corporate Social Responsibility (CSR) initiatives as part of its ""Good & Green"" vision. The program aims to increase scholarships and educational grants for underprivileged students while collaborating with educational institutions to enhance vocational training.","Information not available in current sources","",""
"Bosch CSR Scholarship","bosch-csr-scholarship","Bosch India","Private","Selected States","UG / PG / Engineering","General","All","","","","Full financial support for studies, Training kits provided, Health insurance coverage (BRIDGE program), 100% job placement assistance, Industry-specific skill development, Soft skills training, Certification from recognized bodies, Free learning materials","","","18-35 years (for BRIDGE vocational program)","Not specified in available information","https://www.vidyasaarathi.co.in/","Not specified","1. Identify eligibility based on scholarship type (Merit or Need Based) 2. Contact Bosch office or partner NGOs (FFE for Engineering scholarship, RAAC for Need Based in Coimbatore) 3. Submit application with required documents 4. Undergo selection process through partner organization 5. If selected, receive scholarship support and enrollment into program","Merit Based: Identified by Foundation For Excellence (FFE) in partnership with Bosch from Bangalore and Coimbatore regions. Need Based: Selected by Residents Awareness Association of Coimbatore (RAAC) based on economic status. BRIDGE Program: Selection through partner training providers, preference for NEET category youth from rural poor households","Scholarship continues based on performance and continued eligibility during course duration","Contact local Bosch office in India or partner organizations (FFE, RAAC, Bosch India Foundation)","Bosch Scholarship Program is a corporate social responsibility initiative by Bosch Limited in India designed to support economically challenged and underprivileged students. The program operates through two main schemes: Merit Based Scholarship for Engineering students and Need Based Scholarship for students from 10th standard to post-graduation. Additionally, the BRIDGE program provides vocational training to school and college dropouts to enhance employability.","[{""q"": ""Who can apply?"", ""a"": ""Economically challenged students for Need Based, underprivileged students pursuing Engineering for Merit Based, and school/college dropouts aged 18-35 for BRIDGE.""}, {""q"": ""Is training paid?"", ""a"": ""Training is completely free for BRIDGE and scholarship programs.""}, {""q"": ""What is the placement rate?"", ""a"": ""100% job placement for BRIDGE program graduates.""}, {""q"": ""How long is the training?"", ""a"": ""BRIDGE vocational training is 2-3 months (2 months classroom + 1 month on-job training).""}]","",""
"ACC Vidyasaarathi Scholarship","acc-vidyasaarathi-scholarship","ACC Limited (CSR)","Private","Selected States","UG / Professional","General","All","","10000","","Financial assistance up to INR 25,000 covering tuition, exam fees and academic expenses; supports focus on studies without monetary worries; access to multiple schemes via single portal.","","","Not specified","Identity proof, Address proof, Educational marksheets and certificates of Class 10th and 12th, Admission proof, Previous academic marksheets (for renewal), Bank passbook, Income certificate","https://www.vidyasaarathi.co.in/","Not specified","1. Visit vidyasaarathi.co.in and register with mobile and email.
2. Verify OTP and complete profile.
3. Search for 'ACC Vidyasaarathi Scholarship'.
4. Fill application form and upload documents.
5. Submit and track status online.","Based on merit (minimum marks), financial need (income proof), and eligibility criteria; corporate discretion in awarding.","Yes, for students previously awarded under ACC Vidyasaarathi UG Scholarship; requires passing marksheets and continued eligibility.","(022) 4090 4484","The ACC Vidyasaarathi Scholarship by ACC Limited (CSR) is part of the Vidyasaarathi platform, providing financial aid to meritorious students from economically weaker sections pursuing undergraduate courses.","[{""q"": ""Is there an application fee?"", ""a"": ""No, Vidyasaarathi charges no fees.', '""}, {""q"": ""Can I apply for multiple scholarships?"", ""a"": ""Yes, if eligible for each.', '""}, {""q"": ""How is the amount disbursed?"", ""a"": ""Via direct bank transfer, details vary by scheme.', '""}, {""q"": ""What if I was a previous awardee?"", ""a"": ""Apply for renewal with previous marksheets.']""}]","",""
"Teach For India Fellowship","teach-for-india-fellowship","Teach For India","Private","Selected Cities","PG / Professional","General","","","25344","","- Monthly stipend: INR 25,344
- City Compensatory Allowance/Housing: INR 6,000–12,600
- Health insurance up to INR 100,000 and free counselling
- Reimbursements for school supplies
- Casual, sick leave, holidays, summer break
- 5-week residential training
- Mentorship from program manager
- Access to career fair post-fellowship[1][2]","","","Not Specified","Academic background info, work experiences, essays on motivation, Teach For India Fellowship Completion Letter (for alumni if applicable)","https://www.teachforindia.org","Not specified","1. Submit online application form with academic background, work experience, reasons for joining, and interests.
2. Complete online test (active for 72 hours post-submission).
3. Participate in 30-minute telephonic interview.
4. Attend Assessment Centre: Sample Teaching, Group Activity, Personal Interview, Critical Thinking Assessment.[2][4][6]","Multi-stage: Application form and online test (Stage 1), Telephonic Interview (Stage 2), Final Assessment Centre with teaching exercise, group activities, interview, and critical thinking (Stage 3). Criteria include belief in equitable education, leadership, collaboration, problem-solving, boldness.[1][4][6]","Not applicable; 2-year fixed program","Not Specified","The Teach For India Fellowship is a 2-year full-time paid program where selected fellows serve as teachers in English medium government or low-fee private schools in underserved communities across 8 cities: Ahmedabad, Bengaluru, Chennai, Delhi, Hyderabad, Kolkata, Mumbai, and Pune. It aims to develop leadership skills to drive educational equity.[1][2][6]","- **What is the duration?** 2 years full-time.[1][2]
- **Where are placements?** 8 cities: Ahmedabad, Bengaluru, Chennai, Delhi, Hyderabad, Kolkata, Mumbai, Pune.[1]
- **Is prior teaching experience needed?** No.[4]
- **What grades/subjects?** Grades I-X; all subjects or specific like English, Math, Science, Social Studies.[1][2]
- **Compensation?** Stipend INR 25,344/month + allowances.[1]","",""
"Young India Fellowship (Ashoka University)","young-india-fellowship-ashoka-university","Ashoka University","Private","All India","PG","General","All","","","","Post-graduate diploma from Ashoka University; access to 20+ courses across disciplines; experiential learning modules (ELM) with live projects; mentorship by industry leaders and alumni; lifelong alumni community; financial aid from 25% to 100% tuition waiver, residence, meals, stipends; Chancellor’s Merit Scholarship for exceptional candidates[1][3][4]","","","No age limit","Biographical details, academic transcripts, professional experience, non-academic engagements, three written essays, one video essay, one Letter of Recommendation (if shortlisted)[1]","https://www.ashoka.edu.in","Not specified","1. Visit apply.ashoka.edu.in and start application.
2. Fill general information: biographical details, contact, academics, professional experience, non-academic engagements.
3. Complete three written essays and one video essay.
4. Submit application by deadline (one round only per cycle).
5. If shortlisted, provide one Letter of Recommendation.
6. Participate in telephonic interview, comprehension test, personal interview (rolling basis).
7. Eligible candidates invited for Chancellor’s Scholarship interview.
8. Accept offer and apply for need-based aid if admitted/waitlisted[1][2][4]","Holistic two-round process: application review (essays key), telephonic interview, comprehension test, personal interview; considers academic, leadership, intellectual ability, context of privilege; Chancellor’s Scholarship for top performers; need-based aid post-admission; decisions: admit (with/without scholarship), waitlist, deny[1][2][4]","Not applicable (one-year program)","Not specified in sources","The Young India Fellowship (YIF) is a prestigious one-year residential postgraduate diploma program in Liberal Arts and Leadership offered by Ashoka University. It nurtures around 100 outstanding individuals from India and abroad through interdisciplinary learning, real-world projects, mentorship, and skill development in critical thinking, communication, and problem-solving to create socially-conscious leaders[1][3][4][6]","[{""q"": ""Who can apply?"", ""a"": ""Undergraduate degree holders or final-year students (by July 2025), any discipline, all nationalities, no age limit.""}, {""q"": ""Is work experience required?"", ""a"": ""Advantageous but not mandatory.""}, {""q"": ""Scholarships?"", ""a"": ""Minimum 25% tuition waiver; up to full coverage based on merit and need.""}, {""q"": ""Residential?"", ""a"": ""Yes, one-year full-time program[1][4]""}]","",""
"Acumen India Fellowship","acumen-india-fellowship","Acumen India","Private","All India","Professional","General","All genders","","","","Fully funded program covering all expenses; access to global alumni network of 1800+ peers; specialized tools and exclusive coaching from Bain and Company; community of award-winning social entrepreneurs; exposure to investors and industry leaders; early-stage funding opportunities through Acumen Angels; mentorship and resources for building and scaling organizations","","","18-45 years","Application form, work experience documentation, commitment statement towards poverty alleviation","https://acumenacademy.org","Not specified","1. Read the Applicant Toolkit to prepare for application. 2. Submit the online application form through Acumen Academy portal. 3. Participate in the selection conference. 4. Receive notification and begin fellowship journey.","Online application review followed by selection conference participation. Selection based on commitment to poverty alleviation, entrepreneurial mindset, and work experience.","Not specified as a renewable fellowship; participants join Foundry alumni community after completion","Contact Acumen Academy through official website","The India Acumen Fellowship is a transformative, cohort-based leadership program designed for extraordinary individuals with an entrepreneurial mindset committed to solving problems of poverty and injustice in India. The program brings together social entrepreneurs and senior decision-makers to develop moral leadership skills and build scalable solutions.","Not provided in search results","",""
"LAMP Fellowship","lamp-fellowship","PRS Legislative Research","Private","All India","PG / Professional","General","All","","600000","","Monthly stipend of INR 60,000; mentorship by MP; exposure to parliamentary processes; workshops with policymakers, experts, academicians; field visits for ground-level governance exposure; networking in public policy ecosystem.","","","No specific age limit mentioned","Resume/CV, Statement of Purpose, Academic transcripts, References (specific requirements on application portal)","https://prsindia.org","Not specified","1. Visit https://prsindia.org/lamp when applications open.
2. Fill online application form with personal details, education, experience.
3. Submit Statement of Purpose explaining interest and suitability.
4. Upload resume, transcripts, references.
5. Shortlisted candidates take online test.
6. Interviews conducted.
7. Selected fellows matched with MPs.","Application screening → Online test (e.g., January 4, 2026 for 2026-27 cycle) → Interviews → MP matching → Fellowship offer.","Non-renewable; one-year fellowship","Contact form available at https://prsindia.org/lamp 'Get in touch' section; email: lamp@prsindia.org","The Legislative Assistants to Members of Parliament (LAMP) Fellowship by PRS Legislative Research is a unique opportunity for young Indians to learn law-making and public policy by working full-time with a Member of Parliament (MP). Fellows provide research support including drafting questions, speeches, and private members' bills.","{'What is the duration?': '11 months, from Monsoon session to end of Budget session.', 'Is it paid?': 'Yes, INR 60,000 monthly stipend.', 'Can I choose my MP?': 'No, fellows are assigned to MPs by PRS.', 'What qualifications needed?': 'Graduate degree; strong research, writing skills; interest in public policy.', 'When does next cycle open?': 'Typically early in calendar year for fellowship starting Monsoon session.'}","",""
"Chevening Scholarship (India – UK Govt Partnered)","chevening-scholarship-india-uk-govt-partnered","Chevening Secretariat","Private / International","All India","PG","General","Any","","","","- Full tuition fees (MBA up to £22,000)
- Monthly living stipend
- Economy class return airfare
- Visa application costs
- Travel allowance to arrival destination
- Exclusive networking, workshops, internships[2][4][6]","","","No specific age limit","Online application with education history, work experience (min 2,800 hours), 4 essays, references (if shortlisted), university offers[2][4]","https://www.chevening.org","Not specified","1. Check eligibility and select 3 UK courses.
2. Submit online application (Aug-Nov) with personal details, education, work experience, 4 essays.
3. Reading committee review (Nov-Jan).
4. If shortlisted, submit references and attend embassy interview (Feb-Apr).
5. Receive conditional offer (Jun), secure unconditional university offer by Jul.
6. Commence studies Sep[2][4]","1. Eligibility check.
2. Independent reading committees score applications.
3. Longlist: references and interviews at British High Commission in India.
4. Final selection by embassy panels based on leadership, academics, networking potential[2][4]","One-year award; no renewal","Contact British High Commission or chevening.org support","Chevening Scholarships, funded by the UK Government's Foreign, Commonwealth and Development Office, offer fully-funded one-year Master's degrees at any UK university to outstanding future leaders from India[1][3][4].","[{""q"": ""Work experience requirement?"", ""a"": ""Minimum 2,800 hours (2 full years) post-graduation, across up to 15 roles[2].""}, {""q"": ""Can I stay in UK after?"", ""a"": ""Must return to India for 2 years[2].""}, {""q"": ""Dual citizenship?"", ""a"": ""Ineligible if hold British or dual British citizenship[8].""}]","",""
"Rhodes Scholarship (India)","rhodes-scholarship-india","Rhodes Trust","Private / International","All India","PG","General","","","","","Fully funded award covering University and College tuition fees, a monthly personal stipend for living expenses, and economy class airfare to and from Oxford at the commencement and conclusion of the scholarship.","","","18-23 years on 1st October 2025, OR not reached 27th birthday on 1st October 2025 if meeting specific academic requirements","","https://www.rhodeshouse.ox.ac.uk","Not specified","","","","india.secretary@rhodestrust.com","The Rhodes Scholarship is a prestigious international postgraduate award providing full funding for talented students from India to pursue their masters or doctoral degrees at the University of Oxford.","[{""q"": ""How many Rhodes Scholarships are available for India each year?"", ""a"": ""There are six Rhodes Scholarships available each year for India.""}, {""q"": ""What are the citizenship requirements for the Rhodes Scholarship?"", ""a"": ""You must be a citizen of India, holding an Indian passport, or equivalent proof of citizenship. PIO or OCI card holders do not satisfy the Indian citizenship criteria.""}, {""q"": ""What is the application deadline for the 2026 cycle?"", ""a"": ""The application deadline was 23:59 Indian Standard Time on 23 July 2025. The 2026 cycle is now closed for applications.""}]","",""
"SBI Platinum Jubilee Asha Scholarship 2025-26","sbi-platinum-jubilee-asha-scholarship-2025-26","SBI Foundation","Foundation","All India","Class 9 to 12, UG, PG, Medical, IIT, IIM","All (50% reservation for SC/ST)","All (50% reservation for Girls)","2000000","15000","","Financial grants ranging from ₹15k for school students to ₹20 Lakh for overseas education. Includes one-time payments and renewable support.","600000","75","","Aadhaar Card, Passport Photo, Previous Year Marksheet, Income Certificate, Admission Proof, Bank Passbook","https://sbiashascholarship.co.in/","2025-11-30","1. Visit sbiashascholarship.co.in. 2. Select your category. 3. Register and fill the online form. 4. Upload scanned PDFs. 5. Submit.","Merit-cum-means based shortlisting, followed by telephonic interview and document verification.","Renewable annually based on performance","Check official portal","An initiative by the SBI Foundation to provide massive financial support to meritorious students from economically weaker sections. Supports everything from high school to overseas PG degrees.","[{""q"": ""Is an SBI account mandatory?"", ""a"": ""No, but it speeds up the disbursement.""}, {""q"": ""Is there a reservation?"", ""a"": ""Yes, 50% for girls and 50% for SC/ST categories.""}]","",""
"Oasis Pre-Matric Scholarship for SC Students (West Bengal)","oasis-pre-matric-scholarship-for-sc-students-west-bengal","Backward Classes Welfare Department, Government of West Bengal","Government","West Bengal","Class 9-10","[""SC""]","All","4500","2250","Maintenance allowance: ₹150/month for day scholars, ₹350/month for hostellers (paid for 10 months). Ad-hoc grant: ₹750/year for day scholars, ₹1,000/year for hostellers.","Maintenance allowance of ₹1,500 to ₹3,500 per annum, plus an annual ad-hoc grant of ₹750 (day scholars) or ₹1,000 (hostellers) to cover school expenses and tuition fees.","250000","0","No age limit","Aadhaar Card
Caste Certificate issued by WB Government
Previous Class Marksheet
Income Certificate
Bank Passbook showing IFSC and Account Number
Passport-size Photograph
School Bonafide Certificate","https://oasis.gov.in","2026-10-31","### Step-by-Step Application Guide:
1. **Visit Oasis Portal:** Go to the official OASIS website at [oasis.gov.in](https://oasis.gov.in).
2. **Student Registration:** Click on the ""Student's Registration"" link. Select the district where your school is located.
3. **Verify Caste Certificate:** Enter your computerised Caste Certificate number and issue date, then submit.
4. **Fill Basic Details:** Enter your school name, class, mobile number, email, and bank account details. Submit to generate your Application ID and Password.
5. **Login and Apply:** Log in using your credentials. Click ""Apply Now"" and fill out the detailed form (academic info, parent income details).
6. **Bank Verification:** Enter your bank account details (IFSC, Account Number) carefully. Ensure Aadhaar is linked.
7. **Verify & Lock:** Double-check all entered information. Click ""Verify and Lock Application"". Note: No changes can be made after locking.
8. **Print & Submit:** Download the PDF application form. Print it, attach the required documents (income cert, marksheet, caste cert, bank proof), and submit it to your school Principal for verification.","Based on satisfying the eligibility criteria: West Bengal domicile, valid SC caste certificate, enrollment in Class 9 or 10, and annual family income below ₹2.5 Lakh.","Must reapply online each academic year through the Oasis portal using the renewal login option.","Backward Classes Welfare Department Helpdesk: +91-33-22143525","Apply for the Oasis Pre-Matric Scholarship for SC Students in West Bengal. Check official eligibility criteria, annual family income limits, required documents list, monthly stipends, and online step-by-step application guide for Class 9 and 10 SC day scholars and hostellers on oasis.gov.in.","[{""question"":""Who can apply for the Oasis Pre-Matric SC Scholarship?"",""answer"":""Students belonging to the Scheduled Caste (SC) category who are permanent residents of West Bengal, studying in Class 9 or 10, and have an annual family income of less than ₹2.5 Lakh.""},{""question"":""Is a caste certificate from another state valid for this scholarship?"",""answer"":""No. The caste certificate must be computerised and issued by the competent authority of the Government of West Bengal.""},{""question"":""How is the scholarship money disbursed?"",""answer"":""The scholarship amount is transferred directly to the student's Aadhaar-seeded bank account through the Direct Benefit Transfer (DBT) mode.""}]","[""West Bengal"",""Pre-Matric"",""SC"",""Government"",""Oasis""]",""
"Oasis Pre-Matric Scholarship for ST Students (West Bengal)","oasis-pre-matric-scholarship-for-st-students-west-bengal","Tribal Development Department, Government of West Bengal","Government","West Bengal","Class 9-10","[""ST""]","All","4500","2250","Maintenance allowance: ₹150/month for day scholars, ₹350/month for hostellers (paid for 10 months). Ad-hoc grant: ₹750/year for day scholars, ₹1,000/year for hostellers.","Maintenance allowance of ₹1,500 to ₹3,500 per annum, plus an annual ad-hoc grant of ₹750 (day scholars) or ₹1,000 (hostellers) to cover school expenses and tuition fees.","250000","0","No age limit","Aadhaar Card
ST Caste Certificate issued by WB Government
Previous Class Marksheet
Income Certificate
Bank Passbook showing IFSC and Account Number
Passport-size Photograph
School Bonafide Certificate
NSP OTR ID Registration Proof","https://oasis.gov.in","2026-10-31","### Step-by-Step Application Guide:
1. **NSP Registration (Mandatory for ST):** Go to the National Scholarship Portal (scholarships.gov.in) and register to generate your One-Time Registration (OTR) ID.
2. **Visit Oasis Portal:** Go to the official OASIS website at [oasis.gov.in](https://oasis.gov.in).
3. **Student Registration:** Click on ""Student's Registration"" and select the district of your school.
4. **Enter Credentials & OTR:** Verify your West Bengal computerised ST Caste Certificate and enter your NSP OTR ID.
5. **Generate Account:** Fill out basic details (mobile, email, school, bank details) to receive your Application ID and Password.
6. **Login & Complete Form:** Log in on the Oasis portal, fill in all educational and parent details, and enter your bank IFSC/account details.
7. **Verify & Lock:** Double-check your details and click ""Verify and Lock Application"".
8. **Print & Submit:** Print the locked form, sign it, attach all documents (Aadhaar, ST certificate, income certificate, bank proof, NSP OTR proof), and submit it to your school principal.","Based on satisfying the eligibility criteria: West Bengal domicile, valid ST caste certificate, enrollment in Class 9 or 10, NSP OTR registration, and annual family income below ₹2.5 Lakh.","Must reapply online each academic year through the Oasis portal using the renewal login option.","Tribal Development Department Helpdesk: +91-33-22143525","Apply for the Oasis Pre-Matric Scholarship for ST Students in West Bengal. Check official eligibility criteria, annual family income limits, required documents list, monthly stipends, and online step-by-step application guide for Class 9 and 10 ST day scholars and hostellers on oasis.gov.in.","[{""question"":""Is National Scholarship Portal (NSP) registration mandatory for ST students?"",""answer"":""Yes. Under recent West Bengal government guidelines, ST students must register on the National Scholarship Portal (NSP) first and generate a One-Time Registration (OTR) ID before applying on the Oasis portal.""},{""question"":""What is the family income limit for the ST Pre-Matric scholarship?"",""answer"":""The annual family income of the applicant's parents or guardians must not exceed ₹2.5 Lakh from all sources.""},{""question"":""Can hostellers get a higher scholarship amount?"",""answer"":""Yes, hostellers receive a higher maintenance allowance of ₹350/month (total ₹3,500/year) and an ad-hoc grant of ₹1,000/year, compared to day scholars who receive ₹150/month and ₹750/year respectively.""}]","[""West Bengal"",""Pre-Matric"",""ST"",""Government"",""Oasis""]",""
"Oasis Pre-Matric Scholarship for OBC Students (West Bengal)","oasis-pre-matric-scholarship-for-obc-students-west-bengal","Backward Classes Welfare Department, Government of West Bengal","Government","West Bengal","Class 9-10","[""OBC""]","All","3500","1600","Maintenance allowance: ₹160/month for day scholars, ₹350/month for hostellers (for 10 months).","Maintenance allowance of ₹1,600 per annum for day scholars and ₹3,500 per annum for hostellers studying in Classes 9 and 10 to support schooling expenses.","100000","0","No age limit","Aadhaar Card
OBC Caste Certificate issued by WB Government
Previous Class Marksheet
Income Certificate issued by competent authority
Bank Passbook showing IFSC and Account Number
Passport-size Photograph
School Bonafide Certificate","https://oasis.gov.in","2026-10-31","### Step-by-Step Application Guide:
1. **Visit Oasis Portal:** Go to the official OASIS website at [oasis.gov.in](https://oasis.gov.in).
2. **Student Registration:** Click on ""Student's Registration"" and select the district of your school.
3. **Verify Caste Certificate:** Enter your computerised OBC Caste Certificate number and click submit.
4. **Register:** Enter your basic school details, mobile number, email, and bank details to generate your Application ID and Password.
5. **Login & Apply:** Log in using your credentials, fill in the comprehensive application form, and enter your bank IFSC/account details.
6. **Verify & Lock:** Double-check all information and click ""Verify and Lock Application"".
7. **Print & Submit:** Print the locked form, sign it, attach required documents (Aadhaar, OBC certificate, income certificate, bank proof, previous marksheet), and submit it to your school Principal.","Based on satisfying the eligibility criteria: West Bengal domicile, valid OBC caste certificate, enrollment in Class 9 or 10, and annual family income below ₹1 Lakh.","Must reapply online each academic year through the Oasis portal using the renewal login option.","Backward Classes Welfare Department Helpdesk: +91-33-22143525","Apply for the Oasis Pre-Matric Scholarship for OBC Students in West Bengal. Check official eligibility criteria, parent annual family income limit, required documents list, monthly stipends, and online step-by-step application guide for Class 9 and 10 OBC day scholars and hostellers on oasis.gov.in.","[{""question"":""What is the family income limit for the OBC Pre-Matric scholarship?"",""answer"":""The annual family income of the applicant's parents or guardians must not exceed ₹1 Lakh from all sources.""},{""question"":""Are class 5 to 8 OBC students eligible for Oasis?"",""answer"":""No. The Oasis Pre-Matric OBC scholarship is strictly for students in Class 9 and Class 10. For Classes 5 to 8, check other general state school stipends.""},{""question"":""Do I need to submit the application form in my school?"",""answer"":""Yes, after submitting the form online and locking it, you must print the form, attach all required documents, and submit the physical copy to your school Principal for verification.""}]","[""West Bengal"",""Pre-Matric"",""OBC"",""Government"",""Oasis""]",""
"Oasis Post-Matric Scholarship for SC Students (West Bengal)","oasis-post-matric-scholarship-for-sc-students-west-bengal","Backward Classes Welfare Department, Government of West Bengal","Government","West Bengal","Class 11-12, UG, PG, Diploma, ITI, Ph.D.","[""SC""]","All","12000","2300","Maintenance allowance: ₹230 to ₹550/month for day scholars, ₹380 to ₹1,200/month for hostellers depending on the course group. Paid for 10 months. Tuition fee is reimbursed as per government approved structure.","Maintenance allowance ranging from ₹2,300 to ₹12,000 per annum depending on study course and hosteller status. Additionally, full reimbursement of tuition fees and compulsory non-refundable fees as per government approved college structures.","250000","0","No age limit","Aadhaar Card
SC Caste Certificate issued by WB Government
Marksheet of last qualifying exam
Income Certificate issued by competent authority
Fee receipt of current year admission
Bank Passbook showing IFSC and Account Number
Passport-size Photograph
College Bonafide/Admission Certificate","https://oasis.gov.in","2026-10-31","### Step-by-Step Application Guide:
1. **Visit Oasis Portal:** Go to the official OASIS website at [oasis.gov.in](https://oasis.gov.in).
2. **Student Registration:** Click on ""Student's Registration"" and select the district of your college/university.
3. **Verify Caste Certificate:** Enter your computerised SC Caste Certificate number and click submit.
4. **Register:** Enter your basic college details, course, mobile number, email, and bank details to generate your Application ID and Password.
5. **Login & Apply:** Log in, fill in the comprehensive application form, enter your bank IFSC/account details, and select your course group.
6. **Verify & Lock:** Verify all entered details and click ""Verify and Lock Application"". Note: No modifications can be made after locking.
7. **Print & Submit:** Print the locked form, sign it, attach required documents (Aadhaar, SC certificate, income certificate, bank proof, last qualifying marksheet, current fee receipt), and submit the physical copy to your college registrar/principal.","Based on satisfying the eligibility criteria: West Bengal domicile, valid SC caste certificate, enrollment in post-matriculation studies, and annual family income below ₹2.5 Lakh.","Must reapply online each academic year through the Oasis portal using the renewal login option.","Backward Classes Welfare Department Helpdesk: +91-33-22143525","Apply for the Oasis Post-Matric Scholarship for SC Students in West Bengal. Check official eligibility criteria, annual family income limits, required documents list, course groups, maintenance allowance, and online step-by-step application guide for college SC students on oasis.gov.in.","[{""question"":""Who is eligible for the Oasis Post-Matric SC Scholarship?"",""answer"":""SC students who are permanent residents of West Bengal, pursuing post-matric studies (Class 11, college UG/PG, diploma, ITI, Ph.D.), with a family income below ₹2.5 Lakh from all sources.""},{""question"":""Can I apply if I am studying outside West Bengal?"",""answer"":""Yes. West Bengal domicile SC students studying in government-recognized institutions outside West Bengal (but within India) are eligible to apply.""},{""question"":""What are the course groups in Oasis?"",""answer"":""Courses are divided into Group 1 (Medical/Engineering), Group 2 (Other Professional Degree/Diploma), Group 3 (General Graduation/Post Graduation), and Group 4 (Class 11-12/ITI/Polytechnic). Stipends are paid according to these groups.""}]","[""West Bengal"",""Post-Matric"",""SC"",""Government"",""Oasis""]",""
"Oasis Post-Matric Scholarship for ST Students (West Bengal)","oasis-post-matric-scholarship-for-st-students-west-bengal","Tribal Development Department, Government of West Bengal","Government","West Bengal","Class 11-12, UG, PG, Diploma, ITI, Ph.D.","[""ST""]","All","12000","2300","Maintenance allowance: ₹230 to ₹550/month for day scholars, ₹380 to ₹1,200/month for hostellers depending on the course group. Paid for 10 months. Tuition fee is reimbursed as per government approved structure.","Maintenance allowance ranging from ₹2,300 to ₹12,000 per annum depending on study course and hosteller status. Additionally, full reimbursement of tuition fees and compulsory non-refundable fees as per government approved college structures.","250000","0","No age limit","Aadhaar Card
ST Caste Certificate issued by WB Government
Marksheet of last qualifying exam
Income Certificate issued by competent authority
Fee receipt of current year admission
Bank Passbook showing IFSC and Account Number
Passport-size Photograph
College Bonafide/Admission Certificate
NSP OTR ID Registration Proof","https://oasis.gov.in","2026-10-31","### Step-by-Step Application Guide:
1. **NSP Registration (Mandatory for ST):** Register on the National Scholarship Portal (scholarships.gov.in) and generate your One-Time Registration (OTR) ID.
2. **Visit Oasis Portal:** Go to the official OASIS website at [oasis.gov.in](https://oasis.gov.in).
3. **Student Registration:** Click on ""Student's Registration"" and select the district of your college.
4. **Enter Credentials & OTR:** Verify your ST Caste Certificate and enter your NSP OTR ID.
5. **Register Account:** Enter basic details (mobile, email, college, bank details) to receive your Application ID and Password.
6. **Login & Apply:** Log in on Oasis, fill in all fields (academic, family info, course group), and enter your bank IFSC/account details.
7. **Verify & Lock:** Double-check your entries and click ""Verify and Lock Application"".
8. **Print & Submit:** Print the locked form, sign it, attach required documents (Aadhaar, ST certificate, income certificate, bank proof, NSP OTR ID proof, marksheet, fee receipt), and submit the physical copy to your college principal/registrar.","Based on satisfying the eligibility criteria: West Bengal domicile, valid ST caste certificate, enrollment in post-matriculation studies, NSP OTR registration, and annual family income below ₹2.5 Lakh.","Must reapply online each academic year through the Oasis portal using the renewal login option.","Tribal Development Department Helpdesk: +91-33-22143525","Apply for the Oasis Post-Matric Scholarship for ST Students in West Bengal. Check official eligibility criteria, parent annual family income limits, required documents list, course groups, maintenance allowance, and online step-by-step application guide for college ST students on oasis.gov.in.","[{""question"":""Is NSP registration mandatory for ST post-matric applicants?"",""answer"":""Yes. ST students applying for the Oasis Post-Matric scholarship must first register on the National Scholarship Portal (NSP) to generate a One-Time Registration (OTR) ID, which is required to complete the Oasis application.""},{""question"":""Can I apply if I am in my first year of college?"",""answer"":""Yes, this scholarship is open to students from Class 11 all the way to college UG, PG, ITI, diploma, and Ph.D. levels.""},{""question"":""What happens if I lock my Oasis application by mistake?"",""answer"":""Once locked, you cannot modify your details. You will need to contact your college verification officer or block officer to unlock your application for editing.""}]","[""West Bengal"",""Post-Matric"",""ST"",""Government"",""Oasis""]",""
